ID,Название,Регион,Район,Город,Район города,Адрес,Индекс,Телефон,Мобильный телефон,Email,Сайт,Рубрика,Подрубрика,Рейтинг,Кол-во отзывов,Кол-во оценок,whatsapp,telegram,vkontakte,Широта,Долгота
70000001035822700,"Baza5, компания",Москва,,Москва,Сосенское поселение,,142704,+7 (495) 772‒01‒60,"+7‒925‒156‒43‒46, +7‒929‒552‒17‒31",9260997@mail.ru,http://www.baza5.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, Кирпич, Крепёж, Перегородки, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы",5,1,1,+79295521731,https://t.me/+79295521731,,55.616022,37.481621
70000001036504310,"Стройкомплект, компания по продаже строительных материалов",Москва,,Москва,Коптево район,"улица Космонавта Волкова, 22 ст1",127299,"+7 (495) 150‒05‒25, +7 (499) 322‒10‒29, +7 (499) 322‒16‒73, 8‒800‒707‒51‒21","+7‒905‒511‒58‒62, +7‒926‒011‒59‒15","db@strd.ru, dmd@strd.ru, dmi@strd.ru, dp@strd.ru, go@strd.ru, info@strd.ru, is@strd.ru, ivan@gmail.com, kaluga@strd.ru, kd@strd.ru, kl@strd.ru, klin@strd.ru, ks@strd.ru, mk@strd.ru, ml@strd.ru, moj@strd.ru, ms@strd.ru, mt@strd.ru, mv@strd.ru, nn@strd.ru, no@strd.ru, ob@strd.ru, ra@strd.ru, ram@strd.ru, sa@strd.ru, sch@strd.ru, sh@strd.ru, sk137@strd.ru, sk143@strd.ru, sk157@strd.ru, sk19@strd.ru, sk197@strd.ru, sk23@strd.ru, sk86@strd.ru, sk93@strd.ru, so@strd.ru, sp@strd.ru, spb@strd.ru, su@strd.ru, tl@strd.ru, tv@strd.ru, vi@strd.ru, vs@strd.ru, zl@strd.ru","http://strd.ru, http://strd.ru/kontakty/moskva-vojkovskaya","Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, ДСП / ДВП / Фанера, Железобетонные изделия, Заборы / Ограждения, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Оргстекло / Поликарбонат, Песок / Щебень, Пиломатериалы / Лесоматериалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции",5,3,3,"+79055115862, +79260115915",https://t.me/strdru,,55.815941,37.528671
70000001036504325,"Стройкомплект, компания по продаже строительных материалов",Москва,,Москва,Раменки район,"Воробьёвское шоссе, 6",119285,"+7 (495) 150‒05‒25, +7 (499) 322‒10‒29, +7 (499) 455‒06‒74, 8‒800‒707‒51‒21",,"db@strd.ru, dmd@strd.ru, dmi@strd.ru, dp@strd.ru, go@strd.ru, info@strd.ru, is@strd.ru, ivan@gmail.com, kaluga@strd.ru, kd@strd.ru, kl@strd.ru, klin@strd.ru, ks@strd.ru, mk@strd.ru, ml@strd.ru, moj@strd.ru, ms@strd.ru, mt@strd.ru, mv@strd.ru, nn@strd.ru, no@strd.ru, ob@strd.ru, ra@strd.ru, ram@strd.ru, sa@strd.ru, sch@strd.ru, sh@strd.ru, sk137@strd.ru, sk157@strd.ru, sk19@strd.ru, sk197@strd.ru, sk23@strd.ru, sk93@strd.ru, so@strd.ru, sp@strd.ru, spb@strd.ru, su@strd.ru, tl@strd.ru, tv@strd.ru, vi@strd.ru, vs@strd.ru, zl@strd.ru",http://strd.ru,"Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, ДСП / ДВП / Фанера, Железобетонные изделия, Заборы / Ограждения, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Оргстекло / Поликарбонат, Пиломатериалы / Лесоматериалы, Системы водоотведения, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции",5,3,4,"+79639695062, +79652453535",https://t.me/strdru,,55.727141,37.535287
70000001037150918,"Кирпичный мир, торговая компания",Москва,,Москва,Останкинский район,"улица Академика Королёва, 13 ст1",129515,+7 (495) 136‒53‒53,,info@kirmir.ru,http://kirmir.ru,"Отделочные материалы, Строительные материалы / конструкции","Железобетонные изделия, Керамическая плитка, Кирпич, Облицовочный камень, Строительные блоки, Стройматериалы, Сухие строительные смеси, Цемент",,,,+79057965941,https://t.me/+79057965941,https://vk.com/public179032098,55.820056,37.619432
70000001037582209,"Лемана Про, гипермаркет строительных материалов",Москва,,Москва,Даниловский район,"Лихачёва проспект, 15",115280,8‒800‒700‒00‒99,,offer@leroymerlin.ru,"http://lemanapro.ru, http://max.ru/lemanapro, http://t.me/lemanapro","Аудио / Видео / Бытовая техника, Бытовые услуги, Инструмент, Климатическое оборудование, Материалы для производства мебели, Мебель, Отделочные материалы, Охрана / Безопасность, Предметы интерьера / экстерьера, Промышленное оборудование, Садово-хозяйственные товары, Сантехническое оборудование, Спецмагазины, Средства связи, Строительное оборудование и техника, Строительные материалы / конструкции, Текстиль, Художественные изделия / материалы, Электротехника","Абразивный инструмент, Автоматические ворота / шлагбаумы, Антенны, Бетон / Раствор, Бытовая техника, Вентиляционное / тепловое оборудование, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Грязепоглощающие покрытия, Декоративные аквасистемы, Декоративные отделочные элементы и материалы, Деревообрабатывающий инструмент, Домашний текстиль, Домофоны, ДСП / ДВП / Фанера, Жалюзи, Заборы / Ограждения, Замки / Скобяные изделия, Звукоизоляционные материалы, Измерительный инструмент, Интерьерные лестницы, Кабель / Провод, Карнизы, Керамическая плитка, Керамические изделия, Керамогранит, Кирпич, Кованые изделия, Комплектующие для дверей, Комплектующие для окон, Кондиционеры, Котельное оборудование, Крепёж, Кровельные материалы, Лаки / Краски, ЛДСП / ДВПО / МДФ, Малярный инструмент, Мебель для ванных комнат, Мебель для кухни, Мебельная фурнитура, Мебельные фасады, Межкомнатные двери, Металлорежущий инструмент, Напольные покрытия, Насосное оборудование, Новогодние товары, Облицовочный камень, Обои, Огнезащитные материалы, Огнеупорные материалы, Окна, Оргстекло / Поликарбонат, Отделочные материалы, Охранные системы, Очистители воздуха, Песок / Щебень, Печи / камины для помещений, Пиломатериалы / Лесоматериалы, Погонажные изделия, Подвеска / Подсветка для картин, Подвесные потолки, Портьерные ткани / Шторы, Пункты приёма, Резиновые покрытия, Рольставни, Садово-парковая мебель, Садовый инвентарь, Сантехника, Светотехника, Сейфы, Семена / Посадочный материал, Системы водоотведения, Слесарно-монтажный инструмент, Стекло / Зеркала, Стеновые панели, Строительное оборудование, Строительные блоки, Строительные гипермаркеты, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Тёплые полы, Товары для отопления / водоснабжения / канализации, Тротуарная плитка, Фасадные материалы / конструкции, Хозтовары, Цемент, Чердачные лестницы, Электроизоляционные материалы, Электроинструмент, Электронагревательное оборудование, Электротехника, Электроустановочная продукция, Элементы питания","4,6",515,1686,,https://t.me/lemanapro,https://vk.com/lemanapro,55.699617,37.646122
70000001037797083,"Lode, офис",Москва,,Москва,Выхино-Жулебино район,"Рязанский проспект, 86/1 ст3",109542,+7 (495) 377‒19‒77,,lodelv@mail.ru,http://lode-rus.ru,Строительные материалы / конструкции,Кирпич,,,,,,,55.707614,37.830203
70000001038212740,"ТоргДомСтрой, компания",Москва,,Москва,Сосенское поселение,"улица Адмирала Корнилова, вл23 ст3",108802,+7 (495) 762‒81‒11,,mail@torgdom-shop.ru,http://torgdom-shop.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, Кирпич, Строительные блоки, Стройматериалы, Сухие строительные смеси",,,,,,https://vk.com/club81272422,55.606825,37.45128
70000001038420274,"Максима-строй, компания по продаже строительных материалов",Москва,,Москва,Сокольники район,"Колодезный переулок, 3 ст12",107076,+7 (495) 902‒68‒82,,,http://maksima-stroy.ru,"Строительные / монтажные работы, Строительные материалы / конструкции","Вторичные стройматериалы, Кирпич, Ремонт помещений, Стройматериалы, Сухие строительные смеси",5,1,1,,,,55.796681,37.69868
70000001038767044,"Мск Регион, склад",Москва,,Москва,Дмитровский район,"Вагоноремонтная улица, 10а ст17",127644,+7 (499) 490‒06‒00,,"info@m-s-k-region.ru, koshelev174@gmail.com","http://jivo.chat/0PwcyAR7KB, http://m-s-k-region.ru",Строительные материалы / конструкции,"Бетон / Раствор, Кирпич, Песок / Щебень, Теплоизоляционные материалы, Цемент",,,,+79296913606,https://t.me/+79296913606,,55.901738,37.521345
70000001038769251,"ФуллМастерОк, строительный магазин",Москва,,Москва,Сосенское поселение,"Прокшинский проспект, 11",108802,+7 (499) 688‒68‒76,,"masterok.shop@mail.ru, shop.masterok@yandex.ru",http://masterok.shop,"Инструмент, Отделочные материалы, Прокат оборудования / инструментов, Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции, Электротехника","Бензоинструмент, Герметики / Клеи, Гидроизоляционные материалы, Кабель / Провод, Кирпич, Крепёж, Лаки / Краски, Малярный инструмент, Прокат оборудования / инструментов, Сантехника, Слесарно-монтажный инструмент, Стройматериалы, Сухие строительные смеси, Фасадные материалы / конструкции, Хозтовары, Электроинструмент",5,1,7,+79250761051,,,55.591055,37.427606
70000001038808524,"Север дерево, компания",Москва,,Москва,Кунцево район,"Рублёвское шоссе, 151 к3",121500,"+7 (495) 432‒44‒40, 8‒800‒555‒70‒78",+7‒915‒190‒47‒47,info@sever-derevo.ru,http://sever-derevo.ru,"Отделочные материалы, Строительные / монтажные работы, Строительные материалы / конструкции","Деревообработка, ДСП / ДВП / Фанера, Кирпич, Крепёж, Кровельные материалы, Лаки / Краски, Напольные покрытия, Пиломатериалы / Лесоматериалы, Распиловка древесины, Стройматериалы, Теплоизоляционные материалы","4,6",10,10,+79151904747,,,55.770655,37.34447
70000001038996949,"Зедстрой, торговая компания",Москва,,Москва,Соколиная Гора район,"Мажоров переулок, 14",107023,+7 (499) 348‒99‒63,,zed@kirpich-gazobeton.ru,http://kirpich-gazobeton.ru/,Строительные материалы / конструкции,"Железобетонные изделия, Кирпич, Кровельные материалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Тротуарная плитка, Цемент",5,1,1,+79858186360,,https://vk.com/zedstroy,55.784149,37.712115
70000001039719342,"Петрович-строй, интернет-магазин",Москва,,Москва,Сосенское поселение,"МКАД 41 километр, 4 ст33",142704,,+7‒926‒947‒45‒24,zakaz@petrovich-stroy.ru,http://petrovich-stroy.ru,"Инструмент, Металлы, Отделочные материалы, Садово-хозяйственные товары, Строительные материалы / конструкции, Химия / Вторсырьё","Бензоинструмент, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Деревообрабатывающий инструмент, ДСП / ДВП / Фанера, Звукоизоляционные материалы, Кирпич, Крепёж, Лаки / Краски, Малярный инструмент, Металлоконструкции для строительства, Металлорежущий инструмент, Нержавеющий металлопрокат, Песок / Щебень, Погонажные изделия, Производство изделий из пластмасс, Садовый инвентарь, Слесарно-монтажный инструмент, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Цемент",,,,+79269474524,,,55.615158,37.481877
70000001039860797,"Pilomarket.ru, интернет-магазин",Москва,,Москва,Сосенское поселение,"улица Адмирала Корнилова, 88 к8",108820,+7 (495) 364‒11‒52,,info@pilomarket.ru,http://www.pilomarket.ru,"Металлы, Отделочные материалы, Строительные материалы / конструкции","Кирпич, Нержавеющий металлопрокат, Пиломатериалы / Лесоматериалы, Погонажные изделия, Сухие строительные смеси",5,48,48,+79260663692,,,55.621818,37.44838
70000001040926923,"Экономстрой, магазин",Москва,,Москва,Внуково район,"89-й квартал, 1",108810,+7 (495) 665‒01‒65,+7‒915‒030‒06‒28,shop@ekonomstroy.ru,http://ekonomstroy.ru,"Автотовары, Инструмент, Климатическое оборудование, Мебель, Металлы, Обувь, Одежда / Аксессуары, Отделочные материалы, Охрана / Безопасность, Предметы интерьера / экстерьера, Промышленное оборудование, Садово-хозяйственные товары, Сантехническое оборудование, Спецмагазины, Средства связи, Строительные материалы / конструкции, Текстиль, Электротехника","Абразивный инструмент, Автоаксессуары, Автохимия, Аксессуары для ванных комнат, Антенны, Бензоинструмент, Бетон / Раствор, Вентиляционное / тепловое оборудование, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Декоративные отделочные элементы и материалы, Деревообрабатывающий инструмент, Домашний текстиль, ДСП / ДВП / Фанера, Жалюзи, Железобетонные изделия, Заборы / Ограждения, Замки / Скобяные изделия, Звукоизоляционные материалы, Измерительный инструмент, Кабель / Провод, Карнизы, Керамическая плитка, Керамогранит, Кирпич, Крепёж, Кровельные материалы, Лаки / Краски, Малярный инструмент, Межкомнатные двери, Металлорежущий инструмент, Напольные покрытия, Насосное оборудование, Облицовочный камень, Огнезащитные материалы, Оргстекло / Поликарбонат, Отделочные материалы, Охранные системы, Песок / Щебень, Пиломатериалы / Лесоматериалы, Погонажные изделия, Противопожарное оборудование, Садово-парковая мебель, Садовый инвентарь, Сантехника, Сварочное оборудование, Сварочные материалы, Светотехника, Семена / Посадочный материал, Системы водоотведения, Слесарно-монтажный инструмент, Спецобувь, Спецодежда, Средства защиты растений / Удобрения, Стеновые панели, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Товары для отопления / водоснабжения / канализации, Тротуарная плитка, Фасадные материалы / конструкции, Хозтовары, Цемент, Электроинструмент, Электронагревательное оборудование, Электротехника, Электроустановочная продукция",5,4,5,,,https://vk.com/ekonomstroy_mo,55.578148,37.132779
70000001041930016,"Keremet, торговая компания",Москва,,Москва,Кунцево район,"Рублёвское шоссе, 151 к2",121500,,+7‒999‒862‒98‒01,info@keremet.ru,http://keremet.ru,"Отделочные материалы, Строительные материалы / конструкции","Гипсокартон, Кирпич, Песок / Щебень, Строительные блоки, Сухие строительные смеси",,,1,+79998629801,https://t.me/keremet_ru,,55.770248,37.346251
70000001041976077,"Dekkamen, торговая компания",Москва,,Москва,Войковский район,"Ленинградское шоссе, 25",125212,"+7 (495) 790‒54‒59, 8‒800‒550‒14‒54",+7‒909‒660‒36‒34,dekkamen@list.ru,"http://dekkamen.ru, http://taplink.cc/dekkamen.ru","Отделочные материалы, Строительные материалы / конструкции","Керамогранит, Кирпич, Облицовочный камень, Тротуарная плитка, Фасадные материалы / конструкции",5,26,26,+79096603634,,,55.827887,37.489712
70000001042087774,"Klinker Таун, магазин",Москва,,Москва,Нагатино-Садовники район,"Каширское шоссе, 19 к1",115230,+7 (495) 181‒00‒65,,info@klinkertown.ru,http://klinkertown.ru,Строительные материалы / конструкции,"Кирпич, Тротуарная плитка, Фасадные материалы / конструкции",,,,,,,55.664621,37.632601
70000001043231441,"Смарт проект, торговая компания",Москва,,Москва,Коньково район,"улица Бутлерова, 17Б",117342,"+7 (499) 281‒60‒47, +7 (499) 577‒03‒45",,"info@smartmsk.ru, info@smartmsk.rumsk, info@vsegazobloki.ru, int.smsk@smartmsk.ru","http://smartmsk.ru, http://www.xn----ctbfsadajyicqm4h.xn--p1ai","Отделочные материалы, Строительные материалы / конструкции","Железобетонные изделия, Кирпич, Облицовочный камень, Сухие строительные смеси, Тротуарная плитка",,,,,,,55.648021,37.540814
70000001043234246,"Рубелэко Рус, компания",Москва,,Москва,Котловка район,"Нахимовский проспект, 24 ст4",117218,,+7‒903‒893‒74‒30,"i.savko@rubeleco.by, v.tarasevich@rubeleco.by",http://rubeleco.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Облицовочный камень, Стройматериалы, Сухие строительные смеси",,,,+79038937430,,https://vk.com/rubeleco,55.67328,37.584242
70000001043237836,"Клинкердаром, торговая компания",Москва,,Москва,Коньково район,"улица Обручева, 36 к2",117342,,+7‒985‒180‒74‒10,,http://klinker-darom.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Кровельные материалы, Облицовочный камень, Тротуарная плитка, Фасадные материалы / конструкции",,,,+79851807410,,,55.653485,37.541976
70000001043238510,"Style loft, компания по продаже керамической плитки",Москва,,Москва,Можайский район,"2-й переулок Петра Алексеева, 2",121471,,"+7‒968‒762‒78‒87, +7‒999‒985‒99‒34",sales@styleloft.su,,"Отделочные материалы, Строительные / монтажные работы, Строительные материалы / конструкции","Декоративные отделочные элементы и материалы, Кирпич, Фасадные материалы / конструкции, Фасадные работы",,,,+79687627887,,https://vk.com/styleloftfst,55.719196,37.432284
70000001043240720,"Альфацем, компания",Москва,,Москва,Хамовники район,"Смоленский бульвар, 24 ст2",119002,"+7 (495) 649‒69‒09, +7 (495) 662‒98‒94",,"info@cementm500.su, sale@cementm500.su",http://cementm500.su,"Металлы, Строительные материалы / конструкции","ДСП / ДВП / Фанера, Кирпич, Сухие строительные смеси, Цемент, Чёрный металлопрокат",1,2,2,,,,55.7432,37.585176
70000001043468012,"Стройкомплект, компания по продаже строительных материалов",Москва,,Москва,Орехово-Борисово Южное район,"Каширское шоссе, 65 к2",115583,"+7 (495) 150‒05‒25, +7 (499) 322‒10‒29, +7 (499) 504‒04‒22, 8‒800‒707‒51‒21","+7‒903‒621‒81‒33, +7‒985‒313‒30‒65","db@strd.ru, dmd@strd.ru, dmi@strd.ru, dp@strd.ru, go@strd.ru, info@strd.ru, is@strd.ru, ivan@gmail.com, kaluga@strd.ru, kd@strd.ru, kl@strd.ru, klin@strd.ru, ks@strd.ru, mk@strd.ru, ml@strd.ru, moj@strd.ru, ms@strd.ru, mt@strd.ru, mv@strd.ru, nn@strd.ru, no@strd.ru, ob@strd.ru, ra@strd.ru, ram@strd.ru, sa@strd.ru, sch@strd.ru, sh@strd.ru, sk137@strd.ru, sk157@strd.ru, sk19@strd.ru, sk197@strd.ru, sk23@strd.ru, sk93@strd.ru, so@strd.ru, sp@strd.ru, spb@strd.ru, su@strd.ru, tl@strd.ru, tv@strd.ru, vi@strd.ru, vs@strd.ru, zl@strd.ru",http://strd.ru,"Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, ДСП / ДВП / Фанера, Железобетонные изделия, Заборы / Ограждения, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Оргстекло / Поликарбонат, Пиломатериалы / Лесоматериалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции","4,7",12,12,"+79663784520, +79663784537, +79663784573",https://t.me/strdru,,55.599704,37.725892
70000001044631406,"Мегаполисcтрой-Мск, торговая компания",Москва,,Москва,Алексеевский район,"проспект Мира, 102 ст24",129626,+7 (495) 777‒26‒25,"+7‒905‒571‒60‒79, +7‒925‒068‒35‒03, +7‒926‒397‒48‒59",info@megapolisstroymsk.ru,http://www.megapolisstroymsk.ru,Строительные материалы / конструкции,"Железобетонные изделия, Кирпич, Строительные блоки, Сухие строительные смеси, Тротуарная плитка",5,1,1,+79258803375,https://t.me/+79258803375,,55.801007,37.637454
70000001044861599,"Стройкомплекс24, интернет-магазин строительных материалов",Москва,,Москва,,,,+7 (499) 450‒46‒88,,info@stroykompleks24.ru,http://stroykompleks24.ru,"Металлы, Отделочные материалы, Строительные материалы / конструкции","Гидроизоляционные материалы, Гипсокартон, ДСП / ДВП / Фанера, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Металлоизделия, Пиломатериалы / Лесоматериалы, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы",,,,+79255190278,,,,
70000001044983949,"Alt klinker, компания",Москва,,Москва,Западное Дегунино район,"Дмитровское шоссе, 71Б",125504,+7 (495) 143‒60‒00,+7‒977‒757‒73‒10,mail@altklinker.ru,http://altklinker.ru,"Архитектура / Проектирование / Дизайн, Отделочные материалы, Предметы интерьера / экстерьера, Строительные материалы / конструкции","Герметики / Клеи, Декоративные отделочные элементы и материалы, Заборы / Ограждения, Керамическая плитка, Керамические изделия, Кирпич, Кровельные материалы, Ландшафтный дизайн, Облицовочный камень, Огнеупорные материалы, Строительные блоки, Стройматериалы, Сухие строительные смеси, Тротуарная плитка, Фасадные материалы / конструкции",,,,+79777577310,https://t.me/altklinker,https://vk.com/altklinker,55.855956,37.559372
70000001045686807,"ТоргКомплект, компания",Москва,,Москва,Черёмушки район,"Научный проезд, 10",117246,"+7 (495) 505‒50‒68, +7 (495) 669‒40‒64, +7 (495) 998‒46‒44",,info@homestyle.ru,http://tk-k.ru,Строительные материалы / конструкции,"Кирпич, Кровельные материалы, Строительные блоки, Сухие строительные смеси, Тротуарная плитка",,,,,,,55.656699,37.55361
70000001046377358,"StarArbat, шоурум строительных материалов",Москва,,Москва,Чертаново Центральное район,"улица Красного Маяка, 22 к3",117570,"+7 (495) 258‒56‒53, 8‒800‒551‒06‒02",+7‒916‒259‒81‒91,"info@stararbat.ru, moscow@stararbat.ru",http://stararbat.ru,Строительные материалы / конструкции,"Бетон / Раствор, Железобетонные изделия, Заборы / Ограждения, Звукоизоляционные материалы, Кирпич, Кровельные материалы, Пиломатериалы / Лесоматериалы, Системы водоотведения, Строительные блоки, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции, Цемент",5,7,8,+79162598191,https://t.me/stararbat,https://vk.com/stararbat,55.61259,37.577621
70000001046527008,Гермес групп,Москва,,Москва,Ломоносовский район,"Вернадского проспект, 29",119331,+7 (499) 520‒79‒79,,info@hermesgroup.ru,http://hermesgroup.ru,"Инструмент, Отделочные материалы, Прокат оборудования / инструментов, Строительные материалы / конструкции","Герметики / Клеи, Гидроизоляционные материалы, Гипсокартон, Звукоизоляционные материалы, Кирпич, Лаки / Краски, Малярный инструмент, Пиломатериалы / Лесоматериалы, Прокат оборудования / инструментов, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы",5,6,6,,,https://vk.com/hermesgroup_ru,55.681829,37.516348
70000001046601607,"Новый Рим, интернет-магазин",Москва,,Москва,,,,+7 (495) 532‒93‒74,,info@novarome.ru,http://novarome.ru,Строительные материалы / конструкции,"Кирпич, Строительные блоки, Сухие строительные смеси, Тротуарная плитка",1,1,1,,,,,
70000001047506735,Группмс,Москва,,Москва,Сосенское поселение,,108820,+7 (495) 786‒78‒48,+7‒906‒038‒00‒07,market@groupms.ru,http://groupms.ru,"Грузоперевозки / Транспортные услуги, Строительные материалы / конструкции","Городские автогрузоперевозки, Кирпич, Междугородные автогрузоперевозки, Строительные блоки, Сухие строительные смеси",5,1,1,+79060380007,https://t.me/GroupMS,,55.622729,37.445735
70000001047981926,"Возрождение, оптовая компания",Москва,,Москва,Рязанский район,"Рязанский проспект, 8а ст45",109428,"+7 (495) 231‒45‒85, +7 (495) 730‒49‒58",,ren495@mail.ru,http://vozmos.ru,"Отделочные материалы, Строительные материалы / конструкции","Кирпич, Лаки / Краски, Напольные покрытия, Строительные блоки, Сухие строительные смеси",,,,,,,55.723603,37.752032
70000001048023842,"Эдкм, строительные материалы",Москва,,Москва,,,,+7 (499) 404‒12‒04,,info@edkm.ru,"http://edkm.ru, http://edkm.ru/","Отделочные материалы, Охрана / Безопасность, Строительные / монтажные работы, Строительные материалы / конструкции","Антикоррозийная обработка металлоконструкций, Входные двери, Герметики / Клеи, Гидроизоляционные материалы, Грязепоглощающие покрытия, Декоративные отделочные элементы и материалы, Железобетонные изделия, Звукоизоляционные материалы, Керамическая плитка, Керамогранит, Кирпич, Кровельные материалы, Лаки / Краски, Материалы для дорожного строительства, Межкомнатные двери, Металлоконструкции для строительства, Напольные покрытия, Облицовочный камень, Огнезащитная обработка, Огнезащитные материалы, Огнеупорные материалы, Оргстекло / Поликарбонат, Отделочные материалы, Пиломатериалы / Лесоматериалы, Порошковые краски, Резиновые покрытия, Светопрозрачные конструкции, Системы водоотведения, Стеновые панели, Строительные блоки, Стройматериалы, Сухие строительные смеси, Сэндвич-панели, Теплоизоляционные материалы, Тротуарная плитка, Фасадные материалы / конструкции, Цемент","4,9",45,45,+79952228336,https://t.me/edkm_td,,,
70000001048216087,Brickmax,Москва,,Москва,Коньково район,"улица Бутлерова, 17",117342,,+7‒925‒383‒49‒07,info@brickmax.ru,http://brickmax.ru,Строительные материалы / конструкции,Кирпич,,,,+79253834907,,,55.650806,37.540953
70000001048531217,"Клинкер Камень, магазин клинкерных изделий",Москва,,Москва,Гагаринский район,"улица Вавилова, 68 к2 ст1",119261,+7 (495) 795‒63‒06,+7‒903‒777‒58‒10,info@klinkerkamen.ru,"http://klinkerkamen.com, http://klinkerkamen.ru","Отделочные материалы, Строительные материалы / конструкции","Керамическая плитка, Кирпич, Кровельные материалы, Тротуарная плитка, Фасадные материалы / конструкции",5,6,7,+79037775810,,https://vk.com/klinkerkamen,55.683232,37.547457
70000001048657921,"Recke Brickerei, компания по производству кирпича",Москва,,Москва,Крылатское район,"Рублёвское шоссе, 28",121609,+7 (495) 645‒31‒05,,"89200200370@bogart.su, demin@td-scs.ru, k.bulgakova@td-scs.ru",http://recke.ru,Строительные материалы / конструкции,Кирпич,,,,,https://t.me/recke_brickerei,,55.74779,37.425672
70000001048694754,"Пеноблок, компания",Москва,,Москва,Даниловский район,"Даниловская набережная, 8 ст29а",115114,+7 (495) 223‒18‒34,+7‒909‒658‒60‒63,info@penoblok.net,http://penoblok.net,Строительные материалы / конструкции,"Кирпич, Строительные блоки, Сухие строительные смеси",,,,+79096586063,,,55.709222,37.638309
70000001048742687,"Донские зори, компания",Москва,,Москва,Нижегородский район,"1-я Фрезерная улица, 2/1 к2",109202,+7 (495) 374‒56‒44,+7‒915‒415‒58‒65,,,"Строительные материалы / конструкции, Строительство зданий / сооружений","Кирпич, Строительство дач / коттеджей",,,,+79154155865,,https://vk.com/kirpich_donskie_zori,55.74428,37.73867
70000001048854366,"Sk braer, компания по продаже кирпича и плитки",Москва,,Москва,Войковский район,"Головинское шоссе, 12",125212,+7 (495) 743‒95‒51,,zakaz@kirpich-braer.com,http://kirpich-braer.com,Строительные материалы / конструкции,"Кирпич, Сухие строительные смеси, Тротуарная плитка",,,,+79268846682,,https://vk.com/braer_official,55.837086,37.5014
70000001049000448,"БрикДорфф, интернет-магазин",Москва,,Москва,Пресненский район,"Краснопресненская набережная, 12",123610,,+7‒917‒535‒09‒90,"info@ask-td.ru, info@brickdorff.ru, info@brikdorff.ru, kra@brikdorff.ru, moskva@brikdorff.ru, msk@brikdorff.ru, sveta@brikdorff.ru",http://brickdorff.ru,"Отделочные материалы, Строительные материалы / конструкции","Звукоизоляционные материалы, Кирпич, Кровельные материалы, Облицовочный камень, Отделочные материалы, Стройматериалы, Тротуарная плитка, Фасадные материалы / конструкции",,,,+79175350990,https://t.me/+79175352011,,55.755547,37.556638
70000001049101602,Магазин стройматериалов,Москва,,Москва,Сосенское поселение,"Калужское шоссе 20 километр, 4 ст8",142704,+7 (495) 220‒38‒88,"+7‒903‒777‒34‒76, +7‒905‒772‒34‒76, +7‒977‒482‒44‒53, +7‒980‒029‒88‒88","nameless121312@gmail.com, slavianka9999@mail.ru",http://stroimaterial-deshevo.ru,Строительные материалы / конструкции,"Гидроизоляционные материалы, Кирпич, Стройматериалы, Сухие строительные смеси, Теплоизоляционные материалы",5,1,1,+79037773476,https://t.me/+79037773476,,55.608296,37.485914
